行政區,建照年度,完工年度,公開銷售,建案名稱,基地面積(坪),建蔽面積(坪),建蔽率(%),容積率(%),公設比(%),棟數,地上樓層,地下樓層,總戶數,平面車位,機械車位,總車位數,預估工期,建造執照,預估工期,投資建設,建築設計,營造公司,企劃銷售,結構工程,座向規劃,車位規劃,車位配比,用途規劃,土地分區,管理費用,景觀設計,公設設計,燈光設計,棟戶規劃,樓層規劃,基地地址,建材說明,url,爬蟲耗時(秒),更新日期
北投區,NA,111,已完銷,恆合江山,643.0,289,45.0,225,32,2,20,4,78,97,60,157,NA,NA,NA,恆合建設,李岳軍,恆合營造,創意家行銷,SRC,朝西南,平面式97個、機械式60個、無充電樁,1:2.01,住商用,第三種住宅區、第三之二種住宅區,100元/戶/月,遊墨設計-仙入洋,NA,NA,2棟，74戶住家，4戶店面,"地上20層,地下4層",台北市北投區承德路七段166~168號,待定,https://market.591.com.tw/34794/overview,67,2022-07-26
北投區,NA,111,已完銷,陽明迴鄉,94.0,32,34.9,120,36.4,1,7,2,11,3,3,6,NA,NA,NA,寶程國際,蔡家欣建築師事務所,奕捷營造,得邦廣告,RC,朝北,平面式3個、機械式3個、無充電樁,1:0.55,住家用,第二種住宅區,100元/坪/月,森恒空間-林世昌總監,森恒空間-林世昌總監,森恒空間-林世昌總監,1幢，1棟，11戶住家,"地上7層,地下2層",台北市北投區翠嶺路8號,樓層板隔音墊，日本皇室御用品牌INAX衛浴，櫻花廚具，YKK氣密窗，BOSCH電子門鎖，長庚生技活水設備，全棟冠軍磁磚，維夫拉克門禁系統。,https://market.591.com.tw/5475222/overview,69,2022-07-26
北投區,NA,110,已完銷,晴山學,1109.0,386,34.82,120,31.5,2,5,2,54,49,5,54,NA,NA,NA,保誠興業、弘新建設,黃翔龍建築師事務所,陽明營造,文樺行銷,RC,朝東北,平面式49個、機械式5個、無充電樁,1:1,住家用,第二種住宅區,100元/坪/月,NA,NA,NA,2棟，54戶住家,"地上5層,地下2層",台北市北投區稻香路180號旁,依現場為主,https://market.591.com.tw/101488/overview,69,2022-07-26
北投區,NA,110,已完銷,一樹巷,262.0,73,28.22,120,30.92,1,7,2,34,4,16,20,NA,NA,NA,康景建設,陳肇勳建築師事務所,待定,萬海行銷,RC,朝西北、朝西南、朝東北、朝東南,平面式4個、機械式16個、無充電樁,1:0.59,住家用,第二種住宅區,80元/戶/月,NA,家宜,NA,1棟，34戶住家,"地上7層,地下2層",台北市北投區大屯路5號旁,"1.智能宅概念-i-Building光纖網路及雲端APP平台,利用雲端app可遠端監控門禁系統,居家電器控制等,預留電動車充電設備線路以因應未來需求,ftth光纖到府2.健康宅概念-愛惠浦全戶濾淨活水,讓家中每一個水龍頭流出的水都經過清淨過濾,並在廚具設冷光殺菌生飲之系統3.健康宅概念-光觸媒殺菌電梯、從進到電梯開始即開始維護住戶的健康4.健康宅概念-排水通氣防疫系統studor,有效阻絕透由排水管道的病媒進入5.貼心宅概念-戶戶配置免治馬桶,玄關便利掛勾設計,社區一通卡連接門禁電梯,垃圾冷藏分類,屋頂空中花園。",https://market.591.com.tw/102024/overview,70,2022-07-27
南港區,110,116,銷售中,全陽馥,922.0,282,30.6,住宅區,32,1,24,4,174,113,36,149,6,110建字第0245號,6,全陽建設,鍾美惠建築師事務所,久和營造工程,璞煦廣告,RC,朝東南,平面式113個、機械式36個,1:0.85,住商用,住宅區,待定,老圃造園工程,郭陞弘,無,1幢，1棟，164戶住家，10戶店面,地上24層，地下4層,台北市南港區經貿一路160號,依現場為主,https://newhouse.591.com.tw/home/housing/detail?hid=127992,28,2022-07-27
南港區,NA,114,已完銷,國泰悠境,761.0,255,33.54,225,34,2,17,4,120,148,0,148,NA,NA,NA,國泰建設,闕河彬建築師事務所,待定,新聯陽實業--新聯昌廣告,RC,朝北、朝南,平面式148個、有充電樁,1:1.23,住商用,第三種住宅區,120元/坪/月,NA,NA,NA,1幢，2棟，118戶住家，2戶店面,"地上17層,地下4層",台北市南港區向陽路120巷與向陽路120巷2弄交叉口,待定,https://market.591.com.tw/5855935/overview,69,2022-07-26
南港區,108,111,銷售中,皇鼎一品,587.0,218,37.19,225,35,1,16,4,64,106,0,106,3,108建字第0006號,3,皇鼎建設開發,黃俊吉建築師事務所,建喬營造,自售,RC,朝東北,平面式106個,1:1.65,住商用,住三,待定,無,比沙列室內裝修設計,無,1棟，60戶住家，4戶店面,地上16層，地下4層,台北市南港區東新街56號,義大利原裝進口敵銳銅雕安全玄關門日本PANASONIC廚具、德國BOSCH全坎式洗碗機、櫻花渦輪倒T變頻3D微電腦排油煙機德國GROHE以及德國Villeroy&Boch衛浴設備錦鋐氣密窗複層式6mm+6mmA+6mmLOW-E玻璃德國超耐磨木質地板,https://newhouse.591.com.tw/home/housing/detail?hid=118885,28,2022-07-27
南港區,108,113,銷售中,擎天森林,1813.0,815,45.0,225,34,2,26,4,400,417,0,417,5,108建字第0151號,5,亞昕國際、新潤興業、鈜富建設、海悅國際,梁正芳建築師事務所,國原營造,海鉅開發,SC,朝西南,平面式417個,1:1.04,住家用,第三種住宅區,待定,木荷景觀工程,太然空間設計,袁宗南照明設計,2棟，400戶住家,地上26層，地下4層,台北市南港區興南街與東明街交叉口,待定,https://newhouse.591.com.tw/home/housing/detail?hid=126402,27,2022-07-26
南港區,NA,113,已完銷,德杰羽森,1528.0,687,45.0,225,36,3,22,4,228,189,22,211,NA,NA,NA,濟盟建設,呂建勳建築師事務所,台灣大林組營造,信義代銷,RC,朝西北、朝東、朝西南,平面式189個、機械式22個、無充電樁,1:0.93,住家用,第三種住宅區,2922元/戶/月,盧胤翰-瀚翔景觀國際,關傳雍、劉俊男,陳宇晃-原碩照明設計,3幢，3棟，228戶住家,"地上22層,地下4層",台北市南港區興南街與東明街口,待定。,https://market.591.com.tw/3667240/overview,72,2022-08-16
南港區,NA,113,已完銷,璞松綻,247.0,110,44.9,300,34,1,14,3,62,19,21,40,NA,NA,NA,璞永建設,昌瑜建築師事務所,暫無,璞信廣告,RC,朝北、朝南、朝西,平面式19個、機械式21個、無充電樁,1:0.65,住商用,第三之一種住宅區、第三種住宅區,130元/坪/月,研舍設計,工一設計,NA,1幢，1棟，59戶住家，3戶店面,"地上14層,地下3層",台北市南港區市民大道七段與中坡北路交叉口,建築外觀：李文勝建築師建築平面：許美珍建築師建築顧問：田中純夫/田中建築顧問結構設計：築遠工程/張盈智,https://market.591.com.tw/3677186/overview,68,2022-07-27
南港區,NA,112,已完銷,久云嘉潤日出,864.0,326,37.8,住宅區,34.8,2,10,3,94,110,0,110,NA,NA,NA,久云建設、嘉潤建設開發,林谷諭建築師事務所,昌譽營造,甲桂林廣告,RC,朝西南,平面式110個、無充電樁,1:1.17,住商用,住宅區,150元/坪/月,NA,默覺室內設計,NA,1幢，2棟，87戶住家，7戶店面,"地上10層,地下3層",台北市南港區向陽路與向陽路196巷口,林內三機廚具、TOTO衛浴、德國nolte五金、德國nolte櫃體,https://market.591.com.tw/3694851/overview,69,2022-07-27
南港區,NA,112,已完銷,新美齊心居,426.0,149,34.98,住宅區,34.9,1,12,3,54,41,0,41,NA,NA,NA,新美齊,陳克聚建築師事務所,暫無,甲桂林廣告,RC,朝東北,平面式41個、無充電樁,1:0.76,住家用,住宅區,2261元/戶/月,雋詠,工一設計,NA,1幢，1棟，54戶住家,"地上12層,地下3層",台北市南港區重陽路549號旁,結構：築遠結構建材：待定,https://market.591.com.tw/104841/overview,70,2022-07-27
南港區,NA,112,已完銷,舞青,280.0,87,31.39,225,36.5,1,13,2,47,0,28,28,NA,NA,NA,勝輝機構、鼎吉開發,呂建勳建築師事務所,暫無,海揚廣告,RC,朝北,機械式28個、無充電樁,1:0.6,住家用,第三種住宅區,暫無,NA,NA,NA,1棟，47戶住家,"地上13層,地下2層",台北市南港區興南街64巷,衛浴：日系TOTO衛浴設備、KOHLER、HANSGROHE衛浴設備廚具：櫻花品牌,https://market.591.com.tw/53898/overview,67,2022-07-26
南港區,NA,112,已完銷,玉成大賞,142.0,71,50.49,225,36,1,11,2,45,0,20,20,NA,NA,NA,鈞美建設,田玉昶建築師事務所,待定,禾晴廣告,RC,朝東南、朝東,機械式20個、無充電樁,1:0.44,住家用,第三種住宅區,80元/坪/月,NA,NA,NA,1棟，45戶住家,"地上11層,地下2層",台北市南港區成福路149巷5弄11號,RC鋼筋混凝土。,https://market.591.com.tw/101815/overview,69,2022-07-27
南港區,NA,111,已完銷,忠孝詠吉,1716.0,755,44.0,第一種商業區,33,2,23,4,190,0,0,0,NA,NA,NA,虹欣建設,周文斌,宏林營造,璞煦廣告,SC,朝西北、朝西、朝東,無充電樁,暫無,住商用,第一種商業區,4124元/戶/月,NA,NA,NA,2棟，176戶住家，14戶店面,"地上23層,地下4層",台北市南港區永吉路561號,待定。,https://market.591.com.tw/35699/overview,72,2022-07-27
南港區,NA,111,已完銷,山森原,336.0,151,45.0,住宅區,35.46,1,13,3,59,17,29,46,NA,NA,NA,愛山林建設開發、森原建設,邑相聯合師事務所-呂允仁建築師,連元營造,甲山林廣告,RC,朝南、朝東,平面式17個、機械式29個、無充電樁,1:0.78,住家用,住宅區,暫無,大樂構築,大樂構築,邑相聯合建築設計師事務所,1棟，59戶住家,"地上13層,地下3層",台北市南港區三重路41巷,RC鋼筋混凝土。,https://market.591.com.tw/103263/overview,75,2022-07-26
南港區,NA,111,已完銷,中研苑士,217.0,65,30.08,120,34.3,1,5,2,13,1,13,14,NA,NA,NA,大廣建設,王誌慶建築師事務所,暫無,自售,RC,朝東,平面式1個、機械式13個、無充電樁,1:1.08,住家用,第二種住宅區,暫無,NA,NA,NA,1幢，1棟，13戶住家,"地上5層,地下2層",台北市南港區南深路21巷,待定。,https://market.591.com.tw/104257/overview,69,2022-07-26
南港區,NA,111,已完銷,八方玥,113.0,49,43.69,225,36.6,1,7,3,19,0,9,9,NA,NA,NA,佳宸建設,施振華建築師事務所,利榮營造,自售,RC,朝南,機械式9個、無充電樁,1:0.47,住商用,第三種住宅區,120元/坪/月,NA,NA,NA,1幢，1棟，17戶住家，2戶店面,"地上7層,地下3層",台北市南港區市民大道八段與南港路一段171巷交叉口,TOTO衛浴、TOTO五金、全棟4000磅混凝土,https://market.591.com.tw/5854655/overview,69,2022-07-27
士林區,110,113,銷售中,璞知溪,275.0,137,50.11,225,33,1,14,3,40,48,0,48,3,110建字第0223號,3,璞園機構-璞永建設,境向聯合建築師事務所,翊豐營造,璞信廣告,RC,朝西南,平面式48個,1:1.2,住家用,第三種住宅區,130元/坪/月,木三方設計,楊豪琳設計,無,1幢，1棟，40戶住家,地上14層，地下3層,台北市士林區中山北路六段405巷45弄,廚具：LEICHT廚櫃、林內三機+Hansgrohe伸縮龍頭。衛浴：TOTO。五金：Hansgrohe。,https://newhouse.591.com.tw/home/housing/detail?hid=128884,28,2022-07-27
士林區,110,113,銷售中,天母桓琚,224.0,98,44.16,120,31.5,1,12,3,34,0,29,29,3,110建字第0083號,3,桓鉅建設,元創建築師事務所,華熊營造,慕樺廣告,RC,朝南,機械式29個,1:0.85,住家用,第二種住宅區,250元/坪/月,老圃造園,無,無,1幢，1棟，34戶住家,地上12層，地下3層,台北市士林區天母東路105巷9弄,RC鋼筋混凝土,https://newhouse.591.com.tw/home/housing/detail?hid=128686,33,2022-07-27
士林區,110,113,銷售中,璞詠川,206.0,91,44.65,225,33,1,10,2,27,23,0,23,3,110建字第0259號,3,璞園團隊-璞永建設、盛豐建設,十方聯合建築師事務所、中怡設計(立面),待定,璞信廣告,RC,朝東南,平面式23個,1:0.85,住家用,第三種住宅區,待定,無,無,無,1幢，1棟，27戶住家,地上10層，地下2層,台北市士林區承德路四段2巷,RC鋼筋混凝土,https://newhouse.591.com.tw/home/housing/detail?hid=129485,27,2022-07-26
士林區,109,113,銷售中,新美齊心岳,423.0,179,42.46,225,35,1,14,4,47,98,0,98,4,109建字第0279號,4,新美齊,H2R平原英樹、許國勝建築師事務所,待定,新聯陽機構-新聯昌廣告,RC,朝北、朝南,平面式98個,1:2.08,住家用,第三種住宅區,160元/坪/月,太研規劃設計顧問,JAHAA頡合設計,H2Rarchitects,1幢，1棟，47戶住家,地上14層，地下4層,台北市士林區中山北路六段441巷,榮獲日經建築理想建材No.1大建室內門維夫拉克智慧住宅e-Home系統德國kronotex超耐磨木地板TOTO日本衛浴第一品牌KARAT美國LED環保無汞無毒除霧鏡義大利品味Paffoni衛浴水龍頭簡潔優美SANIWARE浴缸德國百年品牌Villeroy&Boch面盆浴室24小時換氣暖風機德國隔音墊,https://newhouse.591.com.tw/home/housing/detail?hid=127287,28,2022-07-26
士林區,108,112,銷售中,士林一品,994.0,446,44.94,560,34.4,8,21,4,127,170,0,170,4,108建字第0149號,4,東馬建設(股)公司,王正偉建築師事務所,森城建設,新風尚開發,RC,朝北、朝南、朝西、朝東,平面式170個,1:1.33,住商用,第三種商業區(原第三種住宅區),待定,綠點設計,待定,原碩照明設計,2幢，8棟，105戶住家，21戶店面，1戶市定古蹟,地上21層，地下4層,台北市士林區義信里大南路67~105號南側,美國EPS隔震系統+鋼筋混泥土結構。基礎結構：基樁+連續壁+地中壁+扶壁+地下室筏基(逆打工法),https://newhouse.591.com.tw/home/housing/detail?hid=122672,29,2022-07-27
士林區,NA,113,已完銷,陽明大苑,900.0,288,32.08,225,34,3,19,4,122,147,0,147,NA,NA,NA,達麗建設,賦築建築師事務所-王宏仁,暫無,海悅廣告,RC,朝東,平面式147個、無充電樁,1:1.2,住商用,第三種住宅區,暫無,太研,博勝設計,袁宗南設計師,1幢，3棟，120戶住家，2戶店面,"地上19層,地下4層",台北市士林區基河路、基河路300巷口,RC鋼筋混凝土。,https://market.591.com.tw/49594/overview,73,2022-07-26
士林區,NA,113,已完銷,全陽豐會,554.0,244,44.05,400,31.24,2,18,4,104,90,19,109,NA,NA,NA,全陽建設,江培衍建築師事務所/太乙建築師事務所,久和營造工程,甲桂林廣告,SRC,朝東、朝西,平面式90個、機械式19個、無充電樁,1:1.05,住家用,第三之二種住宅區,130元/戶/月,胡聰寶建築師事務所,郭陞宏室內&建築設計事務所,NA,2棟，104戶住家,"地上18層,地下4層",台北市士林區中山北路五段750號,SRC鋼骨鋼筋混凝土,https://market.591.com.tw/49606/overview,73,2022-07-26
士林區,NA,113,已完銷,僑駿ONARI,293.0,171,58.54,商業區,32.9,1,14,4,46,49,0,49,NA,NA,NA,僑駿建設,林煒郁建築師事務所,松下營造,創意家行銷,RC,朝西、朝東,平面式49個、無充電樁,1:1.07,住商用,商業區,暫無,NA,劉榮祿空間設計,NA,1幢，1棟，42戶住家，4戶店面,"地上14層,地下4層",台北市士林區中山北路五段608號,cleanup廚具、INAX衛浴、INAX五金、住友理工制震壁、YKK6+6mm玻璃、Low-E玻璃,https://market.591.com.tw/104307/overview,69,2022-07-27
士林區,NA,113,已完銷,御水苑,277.0,124,44.8,225,34,1,13,4,46,58,0,58,NA,NA,NA,頂格建設,黃秀莊建築師事務所,利榮營造,海悅地產開發,RC,朝東南,平面式58個、無充電樁,1:1.26,住家用,第三種住宅區,10288元/戶/月,木荷景觀工程,良承工程,NA,1幢，1棟，46戶住家,"地上13層,地下4層",台北市士林區天母西路50巷24號,德國Beckermann廚具、INAX及TOTO衛浴,https://market.591.com.tw/104434/overview,77,2022-07-26
士林區,NA,113,已完銷,綠水湛,105.0,62,59.2,400,33,1,13,3,35,0,24,24,NA,NA,NA,双華建設,胡仁發建築師事務所,待定,三希棠廣告,RC,朝西南,機械式24個、無充電樁,1:0.69,住家用,第三之二種住宅區,暫無,NA,NA,NA,1幢，1棟，35戶住家,"地上13層,地下3層",台北市士林區文林路708號,RC鋼筋混凝土,https://market.591.com.tw/3677334/overview,71,2022-07-26
士林區,NA,113,已完銷,山隱曼曼,103.0,46,44.96,商業區,35.68,1,9,2,19,0,11,11,NA,NA,NA,三穎建設開發,孫崇哲建築師事務所,暫無,三穎建設開發,RC,朝西,機械式11個、無充電樁,1:0.58,住家用,商業區,暫無,自由之丘工作室,NA,NA,1幢，1棟，19戶住家,"地上9層,地下2層",台北市士林區中正路213巷,櫻花三機廚具、美標衛浴、美標五金、防噪音板,https://market.591.com.tw/5475277/overview,71,2022-07-26
士林區,107,111,銷售中,沐山,300.0,163,54.34,225,34,1,15,3,56,49,0,49,4,107建字第0203號,4,億安建設,大隱建築師事務所,億東營造,億安建設,RC,朝西,平面式49個,1:0.87,住家用,第三種住宅區,待定,鄒駿昇/蔡一伶,鄒駿昇/蔡一伶,無,1幢，1棟，56戶住家,地上15層，地下3層,台北市士林區中山北路7段81巷,RC鋼筋混凝土，廚具：LEICHT/BOSCH，衛浴：TOTO/KOHLER，五金：Hansgrohe。,https://newhouse.591.com.tw/home/housing/detail?hid=122198,28,2022-07-26
士林區,NA,112,已完銷,仰士林,810.0,232,28.68,225,34,2,22,4,84,150,0,150,NA,NA,NA,川騰建設,邱垂睿建築師事務所,日商熊谷組-華熊營造,海宇國際,SRC,朝東,平面式150個、無充電樁,1:1.79,住家用,第三種住宅區,暫無,邱垂睿建築師事務所,元佑設計,邱垂睿建築師事務所,1幢，2棟，84戶住家,"地上22層,地下4層",台北市士林區後港街、後港街134巷口,SRC鋼骨鋼筋混凝土,https://market.591.com.tw/103733/overview,70,2022-07-26
士林區,NA,112,已完銷,鐫月,396.0,178,45.0,225,34.6,1,14,3,40,53,0,53,NA,NA,NA,大陸建設,國際如思設計研究室/陳傳宗建築師事務所,大陸工程,慕樺廣告,SRC,朝西北,平面式53個、無充電樁,1:1.33,住商用,第三種住宅區,暫無,國際如思設計研究室,國際如思設計研究室,肯緒照明設計,1幢，1棟，38戶住家，2戶店面,"地上14層,地下3層",台北市士林區德行東路200號,廚具:nolte，衛浴:v&bdornbracht,https://market.591.com.tw/103700/overview,69,2022-07-26
士林區,NA,112,已完銷,日健闊,334.0,150,45.0,400,30.95,1,16,5,73,72,0,72,NA,NA,NA,日健建設,金以容、朱弘楠建築師事務所,順揮營造,詮欣行銷,RC,朝南,平面式72個、無充電樁,1:0.99,住商用,第三之二種住宅區,100元/戶/月,孫培強-木荷景觀工程,劉淑萍-樸匯設計,NA,1幢，1棟，71戶住家，2戶店面,"地上16層,地下5層",台北市士林區重慶北路四段110號,林內廚具、INAX衛浴、中華氣密鋁窗、SHARP空氣淨化機,https://market.591.com.tw/105061/overview,69,2022-07-27
士林區,NA,112,已完銷,三磐舍紫2,193.0,84,43.88,225,34,1,9,3,24,0,30,30,NA,NA,NA,三磐建設,林尚毅建築師事務所,立向營造,三磐建設,RC,朝北,機械式30個、無充電樁,1:1.25,住家用,第三種住宅區,暫無,NA,NA,NA,1幢，1棟，24戶住家,"地上9層,地下3層",台北市士林區社中街348號對面,林內三機廚具、和成衛浴、和成五金,https://market.591.com.tw/105050/overview,68,2022-08-16
士林區,NA,112,已完銷,原禾賦,174.0,78,45.14,225,34.8,1,13,2,27,1,29,30,NA,NA,NA,原禾開發,陳傳宗建築師事務所,益昌營造,賦盈廣告行銷,RC,朝東南,平面式1個、機械式29個、無充電樁,1:1.11,住商用,第三種住宅區,120元/戶/月,陳傳宗建築師事務所,陳傳宗建築師事務所,陳傳宗建築師事務所,1幢，1棟，24戶住家，3戶店面,"地上13層,地下2層",台北市士林區德行東路335號,廚具：PANASONIC　衛浴：KOHLER　五金：HANSGROHE　其他：VAF空氣潔流系統,https://market.591.com.tw/3694773/overview,69,2022-07-26
士林區,NA,112,NA,德悅悅,113.0,55,49.17,第一種商業區,33,1,13,5,44,0,29,29,NA,NA,NA,德悅建設,周夢龍建築師事務所,暫無,天品廣告,RC,朝西、朝東,機械式29個、無充電樁,1:0.66,住商用,第一種商業區,暫無,PGA周簡建築師事務所,PGA周簡建築師事務所,PGA周簡建築師事務所,1幢，1棟，43戶住家，1戶店面,"地上13層,地下5層",台北市士林區文林路470、472號,衛浴：KOHLER、台達電正壓pm2.5.新風系統、防疫吸氣閥其他：Low-E玻璃,https://market.591.com.tw/104059/overview,70,2022-07-27
士林區,NA,111,已完銷,圓山ART,366.0,164,45.0,住宅區,34,1,15,5,97,30,38,68,NA,NA,NA,聖得福建設開發,徐國書建築師事務所,同興營造工程TSEC,聖得福建設開發,SRC,朝東,平面式30個、機械式38個、無充電樁,1:0.69,住商用,住宅區,100元/坪/月,NA,筑庭室內裝修設計,袁宗南,1幢，1棟，90戶住家，7戶店面,"地上15層,地下5層",台北市士林區承德路四段100號旁,1、建築結構：SRC鋼骨鋼筋混凝土2、制震工程：日系住友制震壁3、外觀全棟石材4、5+5mmLow-e玻璃5、ToTo衛浴設備結構設計：凱巨工程顧問,https://market.591.com.tw/34957/overview,69,2022-07-26
士林區,106,隨時交屋,銷售中,菁山邸,165.0,57,34.91,120,37,1,4,1,12,1,8,9,NA,106建字第0127號,NA,德合建設,林煥圭建築師事務所,大業工程,德合建設,RC,朝西南、朝東南,平面式1個、機械式8個,1:0.75,住家用,第二種住宅區(特),60元/坪/月,林煥圭建築師事務所,林煥圭建築師事務所,無,1幢，1棟，12戶住家,地上4層，地下1層,台北市士林區菁山路72巷25號,廚具：櫻花牌，衛浴：TOTO免治馬桶，其他：梯廳地面鋪設石材、室內80*80地磚,https://newhouse.591.com.tw/home/housing/detail?hid=130292,28,2022-07-27
士林區,105,隨時交屋,銷售中,知鈺,107.0,45,42.34,225,42,1,9,2,8,2,9,11,NA,105建字第130號,NA,品宣建設,殷瑋建築師事務所,力佑國際營造,太平洋房屋,RC,朝南,平面式2個、機械式9個,1:1.37,住家用,第三種住宅區,待定,無,無,無,1幢，1棟，8戶住家,地上9層，地下2層,台北市士林區芝玉路二段86號,依現場為主,https://newhouse.591.com.tw/home/housing/detail?hid=125830,29,2022-07-27
大同區,NA,117,已完銷,雲極,669.0,397,59.47,560,33,2,24,6,212,203,0,203,NA,NA,NA,三豐建設,黃秀莊建築師事務所/邱垂睿建築師事務所,金源營造,巨將創意廣告,RC、SRC,朝北、朝南、朝西、朝東,平面式203個、無充電樁,1:0.96,住商用,第三種商業區,100元/坪/月,黃皓如設計師(大群設計),李俊平設計師,旭川,1幢，2棟，207戶住家，5戶店面,"地上24層,地下6層",台北市大同區民生西路251號旁,0.32G超高抗震係數。TOTO衛浴、潤泰隔音墊、YKKAP水密窗,https://market.591.com.tw/3681830/overview,66,2022-07-26
大同區,110,113,銷售中,民權首富Ⅱ,110.0,56,51.59,560,34,1,15,4,57,0,28,28,3,110建字第0121號,3,華誼建設,葉日明建築師事務所,震昌工程,自售,RC,朝北、朝南,機械式28個,1:0.49,住商用,第三種商業區,待定,冶鑄設計,無,無,1幢，1棟，56戶住家，1戶店面,地上15層，地下4層,台北市大同區民權西路141號,RC鋼筋混凝土,https://newhouse.591.com.tw/home/housing/detail?hid=125668,28,2022-09-01
大同區,110,114,銷售中,大承,766.0,544,71.06,特定專用區,31.7,1,30,5,125,191,0,191,4,110建字第0226號,4,弘千建設、中鹿開發,三大聯合建築師事務所,中鹿營造,甲桂林廣告,SRC,朝北、朝南,平面式191個,1:1.52,住商用,特定專用區(二)、第三種商業區,待定,無,郭陞弘設計師,原長照明,1幢，1棟，104戶住家，12戶店面，9戶一般事務所,地上30層，地下5層,台北市大同區南京西路迪化街口,結構規劃：永竣工程建材：依現場為主,https://newhouse.591.com.tw/home/housing/detail?hid=127128,34,2022-07-26
大同區,110,115,銷售中,城心曜曜,1009.0,517,51.25,400,32,2,24,5,227,250,0,250,5,110建字第0053號,5,士林開發,江培珩建築師事務所/P&T,待定,慕樺廣告,SRC,朝北、朝南、朝西、朝東,平面式250個,1:1.1,住商用,第四之一種住宅區(特)、第四種住宅區(特),110元/坪/月,瀚翔設計,十邑設計,無,1幢，2棟，207戶住家，17戶店面，3戶管委會空間,地上24層，地下5層,台北市大同區承德路二段142號旁,廚具Nolte櫃體、Bosch電器衛浴：Kohler、Axor、Hansgrohe五金：Hansgrohe其他：YALE電子鎖、LOW-E玻璃,https://newhouse.591.com.tw/home/housing/detail?hid=128213,27,2022-07-27
大同區,NA,115,已完銷,有鄰,287.0,138,48.25,560,33.3,1,15,4,59,49,0,49,NA,NA,NA,年豐建設,謝國鐘建築師事務所,松聯營造,傳真行銷,RC,朝北、朝西、朝東,平面式49個、預留管線,1:0.83,住商用,第三種商業區、第四種住宅區,暫無,六國園藝,筑庭設計,NA,1幢，1棟，56戶住家，3戶店面,"地上15層,地下4層",台北市大同區重慶北路三段7號,廚具：cleanup，衛浴：TOTO，其他：三協氣密窗。外觀設計：Roewu。,https://market.591.com.tw/5859631/overview,69,2022-07-27
大同區,109,112,銷售中,築億丰盛,168.0,92,55.06,300,37,1,12,2,46,0,20,20,3,109建字第116號,3,築億建設,九騰建築師事務所,興澤營造,海沃創意行銷,RC,朝北、朝南,機械式20個,1:0.43,住商用,第四種住宅區,待定,無,無,無,1幢，1棟，44戶住家，2戶店面,地上12層，地下2層,台北市大同區蘭州街89巷14號,「一筆箍」柱中柱結構工法、戴雲發AlfaSafe柱中柱、工研院研發抗壓耐震防火輕質系統磚、世界第一大品牌RAK磁磚、5合1AI智慧門鎖、林內三機、德國精品廚具衛浴全球最大木業德國第一品牌太格精工木地板,https://newhouse.591.com.tw/home/housing/detail?hid=124940,27,2022-07-26
大同區,NA,114,銷售中,宏國大道城-B區,750.0,416,55.48,560,33.8,10,26,5,164,210,0,210,NA,NA,NA,大陞開發、億隆開發建設(宏國集團),王克誠、林連璋、P&T外觀設計,華熊營造,傳真實業,SC,朝北,平面式210個,1:1.28,住商用,第三種商業區，第四種住宅區,待定,瀚翔景觀,太然空間設計,無,1幢，10棟，154戶住家，10戶店面,地上26層，地下5層,台北市大同區承德路二段與民生西路交叉口附近,鋼骨結構,https://newhouse.591.com.tw/home/housing/detail?hid=126910,27,2022-08-16
大同區,NA,114,已完銷,永筑埕曦,129.0,64,49.99,630,32.8,1,11,2,33,0,24,24,NA,NA,NA,永筑建設,潤山建築師事務所,益昌營造,自售,RC,朝北,機械式24個、預留管線,1:0.73,住商用,第二種商業區（特）,暫無,NA,NA,天堂島設計,1幢，1棟，29戶住家，4戶店面,"地上11層,地下2層",台北市大同區民族西路188號,廚具：Panasonic、林內，衛浴：TOTO，其他：STUDOR排水通氣防疫系統、全棟愛惠浦淨水、候選綠建築.智慧宅.耐震宅標章,https://market.591.com.tw/5880965/overview,68,2022-07-26
大同區,NA,114,已完銷,永保安康,118.0,80,68.16,560,31.78,1,14,2,47,0,29,29,NA,NA,NA,金騰開發建設,黃明智建築師事務所,待定,金鼎揚廣告,RC,朝北、朝南、朝東,機械式29個、無充電樁,1:0.62,住商用,第三種商業區,暫無,NA,NA,NA,1幢，1棟，46戶住家，1戶店面,"地上14層,地下2層",台北市大同區保安街80-82號,廚具：panasonic，衛浴：TOTO全自動馬桶，五金：TOTO，其他：耐震六級設計、長庚活水諧振器、中華隔音氣密窗、panasonic奈米水離子發生器,https://market.591.com.tw/3676924/overview,68,2022-07-26
大同區,NA,114,已完銷,日新好好,87.0,44,50.75,560,34.79,1,14,3,37,0,20,20,NA,NA,NA,瑞天開發、義華建設開發,陳逸軒建築師事務所,暫無,超悅廣告,RC,朝東南,機械式20個、無充電樁,1:0.54,住商用,第三種商業區,120元/坪/月,NA,NA,NA,1幢，1棟，36戶住家，1戶店面,"地上14層,地下3層",台北市大同區太原路148號,廚具：櫻花三機，衛浴：主浴Kohler全自動馬桶、暖風機，五金：grohe，其他：YKK氣密窗,https://market.591.com.tw/5868499/overview,65,2022-07-26
